Series Code,Topic,Dataset,Indicator Name,Short definition,Long definition,Unit of measure,Periodicity,Reference period,Aggregation method,Limitations and exceptions,General comments,Source,Statistical concept and methodology,Development relevance
WP14918.8,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.9,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.2,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, male (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.5,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.6,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.10,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, rural (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.7,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14918.4,2014 Variables,Global Findex,"Borrowed from a store by buying on credit, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (% ages 15-24). [w2: data are available for wave 2].,Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from a store by using installment credit or buying on credit (% ages 15-24). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.1,2014 Variables,Global Findex,Borrowed from family or friends (% age 15+) [w2],"Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.3,2014 Variables,Global Findex,"Borrowed from family or friends, female (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.8,2014 Variables,Global Findex,"Borrowed from family or friends, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.9,2014 Variables,Global Findex,"Borrowed from family or friends, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.2,2014 Variables,Global Findex,"Borrowed from family or friends, male (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.5,2014 Variables,Global Findex,"Borrowed from family or friends, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.6,2014 Variables,Global Findex,"Borrowed from family or friends, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.10,2014 Variables,Global Findex,"Borrowed from family or friends, rural (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.7,2014 Variables,Global Findex,"Borrowed from family or friends, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14919.4,2014 Variables,Global Findex,"Borrowed from family or friends, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) from family, relatives, or friends (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.1,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.3,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, female (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.8,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.9,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.2,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, male (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.5,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, older adults (% ages 25+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% age 25+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% age 25+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.6,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.10,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, rural (% age 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.7,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14923.4,2014 Variables,Global Findex,"Borrowed to start, operate, or expand a farm or business, young adults (% ages 15-24) [w2]","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% ages 15-24). [w2: data are available for wave 2].","Denotes the percentage of respondents who report borrowing any money in the past 12 months (by themselves or together with someone else) to start, operate, or expand a farm or business (% ages 15-24). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.1,2014 Variables,Global Findex,Coming up with emergency funds: not at all possible (% age 15+) [w2],Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.3,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, female (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.8,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.9,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.2,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, male (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.5,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.6,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.10,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, rural (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.7,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.4.4,2014 Variables,Global Findex,"Coming up with emergency funds: not at all possible, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not at all possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.1,2014 Variables,Global Findex,Coming up with emergency funds: not very possible (% age 15+) [w2],Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.3,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, female (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.8,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.9,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.2,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, male (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.5,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.6,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.10,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, rural (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (rural, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.7,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, secondary education or more (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (secondary education or more, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.3.4,2014 Variables,Global Findex,"Coming up with emergency funds: not very possible, young adults (% ages 15-24) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is not very possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% ages 15-24). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.1,2014 Variables,Global Findex,Coming up with emergency funds: somewhat possible (% age 15+) [w2],Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 15+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.3,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, female (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (female, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.8,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, income, poorest 40% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, poorest 40%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.9,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, income, richest 60% (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (income, richest 60%, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.2,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, male (% age 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (male, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.5,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, older adults (% ages 25+) [w2]",Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (% age 25+). [w2: data are available for wave 2].,Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
WP14926.2.6,2014 Variables,Global Findex,"Coming up with emergency funds: somewhat possible, primary education or less (% ages 15+) [w2]","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].","Denotes the percentage of respondents who report that in case of an emergency it is somewhat possible for them to come up with 1/20 of GNI per capita in local currency within the next month (primary education or less, % age 15+). [w2: data are available for wave 2].",Percent,Triennial,2014,Weighted average,,,"Demirguc-Kunt et al., 2015",,
